,01_data(05~18),,,,02_data(05~18),,,,,03_data(14~18),,,,,,,,,"06_data(05,10,15,16,17,18)",,,,,,,,,11_data(13~18),,,,,,,,,,,13_data(15~18),,,,,,07_data(10~18),,,08_data(13~18),04_data(10~18),,,,,,,,,,,,,,,,,,,,,05_data(10~18),,,,,,
년도,자치구,사람 수,남자수,여자수,유기견수,복귀,입양분양,폐사안락사,계류기증,있다,없다,동물판매업소,유상입양,무상입양,인터넷을 통해 구입,유기동물 입양,원래 기르던 동물이 낳은 새끼,기타,계,1인가구,2인가구,3인가구,4인가구,5인 가구,6인가구,7인이상 가구,평균가구원수,전체세대,1인세대,2인세대,3인세대,4인세대,5인세대,6인세대,7인세대,8인세대,9인세대,10인세대 이상,합계,단독주택,아파트,연립주택,다세대주택,비거주용 건물내 주택,행정구역면적(㎡),공원면적(㎡),공원율(%),공원 계,합계,단독주택,아파트,연립주택,다세대주택,비거주용 건물내 주택,주택이외의 거처,합계_남,합계_여,단독주택_남,단독주택_여,아파트_남,아파트_여,연립주택_남,연립주택_여,다세대주택_남,다세대주택_여,비거주용 건물내 주택_남,비거주용 건물내 주택_여,주택이외의 거처_남,주택이외의 거처_여,20세미만,20대,30대,40대,50대,60대,70대이상
2013,도봉구,358582,177153,181429,272,73,28,169,2,,,,,,,,,,,,,,,,,,,137714,39580,28352,29518,30617,7396,1727,389,97,25,13,,,,,,,20702811,10059219,48.59,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,노원구,590479,288435,302044,305,61,34,204,6,,,,,,,,,,,,,,,,,,,222132,60870,44202,46844,54923,12318,2283,509,129,32,22,,,,,,,35435822,14163445,39.97,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,은평구,503660,246858,256802,438,111,41,280,6,,,,,,,,,,,,,,,,,,,202487,67044,42388,40182,39495,10265,2418,507,114,35,39,,,,,,,29702018,14031235,47.24,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,서대문구,314110,153315,160795,300,64,39,100,97,,,,,,,,,,,,,,,,,,,135272,53553,26679,23812,23499,5868,1433,310,78,22,18,,,,,,,17607427,5136224,29.17,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,마포구,381856,184774,197082,364,112,141,52,59,,,,,,,,,,,,,,,,,,,166780,67846,33039,28475,28278,7031,1586,369,91,38,27,,,,,,,23837680,4808774,20.17,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,양천구,492528,244742,247786,460,169,122,166,3,,,,,,,,,,,,,,,,,,,180443,48050,32644,37716,48066,11100,2206,458,143,36,24,,,,,,,17403553,2906057,16.7,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,강서구,569070,279207,289863,371,94,47,228,2,,,,,,,,,,,,,,,,,,,226607,72502,46384,46021,47144,11456,2383,526,120,43,28,,,,,,,41427231,4323955,10.44,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,구로구,424964,213251,211713,294,49,40,190,15,,,,,,,,,,,,,,,,,,,171419,57763,34550,33320,34573,8609,1987,453,103,38,23,,,,,,,20118739,3189424,15.85,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,금천구,241020,123462,117558,279,68,68,143,-,,,,,,,,,,,,,,,,,,,104179,41617,20167,18306,18230,4507,1039,235,46,17,15,,,,,,,13016508,2189460,16.82,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,영등포구,386471,193880,192591,214,43,37,134,-,,,,,,,,,,,,,,,,,,,167761,68081,31898,29033,29591,6988,1639,383,96,32,20,,,,,,,24528725,3089653,12.6,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,동작구,410815,202144,208671,306,94,71,141,-,,,,,,,,,,,,,,,,,,,172700,64316,34603,31494,32007,7904,1798,414,108,32,24,,,,,,,16353871,4630492,28.31,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,관악구,518028,262248,255780,528,141,339,48,-,,,,,,,,,,,,,,,,,,,248006,120524,45306,36697,34308,8601,1908,486,106,43,27,,,,,,,29569671,10975519,37.12,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,서초구,441763,213285,228478,208,62,29,113,4,,,,,,,,,,,,,,,,,,,170594,53595,31219,33790,39712,9477,2031,531,162,51,26,,,,,,,47001798,15820544,33.66,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,강남구,563599,270601,292998,197,65,29,102,1,,,,,,,,,,,,,,,,,,,230645,84800,41272,41374,48859,11202,2337,542,153,63,43,,,,,,,39500873,6207128,15.71,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,송파구,668415,326919,341496,336,84,44,197,11,,,,,,,,,,,,,,,,,,,257441,79180,47191,52065,61307,14131,2776,569,148,45,29,,,,,,,33874808,4263955,12.59,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,강동구,483379,241503,241876,334,91,58,180,5,,,,,,,,,,,,,,,,,,,186764,57577,35197,38068,42657,10402,2237,424,141,33,28,,,,,,,24587197,3003307,12.21,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,합계,10103233,4979768,5123465,6644,2144,1703,2797,-,19.4,80.6,34.6,18.9,39.4,1.8,3.5,7.2,0.1,,,,,,,,,,4194176,1526038,825915,783470,806997,194491,42975,10198,2656,846,590,,,,,,,605209947,167646904,27.7,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,종로구,156993,77621,79372,150,40,28,82,-,22.2,77.8,11.5,34.5,54.9,0.9,4.4,13.3,-,,,,,,,,,,73101,34445,13223,10992,10472,2980,732,181,46,21,9,,,,,,,23912969,11575356,48.41,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,중구,128065,64033,64032,106,27,21,58,-,13.6,86.4,30.6,16.1,43.5,8.1,3.2,-,-,,,,,,,,,,59960,27943,11665,9211,8244,2180,522,137,35,5,18,,,,,,,9960182,3134003,31.47,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,용산구,235951,114578,121373,330,141,156,33,-,19.3,80.7,8.3,32.5,50,-,0.8,15,-,,,,,,,,,,108429,48619,21132,17520,15718,4105,964,245,78,21,27,,,,,,,21868789,1795960,8.21,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,성동구,296086,147363,148723,168,46,33,89,-,22.9,77.1,33.5,16.1,46,3.7,3.1,3.7,0.6,,,,,,,,,,125814,47627,25233,23382,22458,5351,1304,335,87,23,14,,,,,,,16856991,3061710,18.16,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,광진구,363354,178738,184616,227,87,49,91,-,10.6,89.4,24.7,35.3,38.8,1.2,1.2,-,-,,,,,,,,,,158524,64665,30005,27457,28160,6365,1432,325,83,17,15,,,,,,,17062632,3396156,19.9,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,동대문구,363687,182510,181177,287,77,58,152,-,19,81,26.2,13.4,58.4,-,3.4,2.7,-,,,,,,,,,,159880,66419,30768,27225,26365,6844,1678,426,103,37,15,,,,,,,14210892,1279518,9,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,중랑구,418836,209323,209513,366,115,61,190,-,21.3,78.7,23.1,20.3,50.5,1.1,1.6,7.7,-,,,,,,,,,,176714,64831,36694,33496,31568,7928,1689,379,88,25,16,,,,,,,18495635,5231744,28.29,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,성북구,466706,229205,237501,293,79,59,155,-,19.8,80.2,19.7,23.1,43.4,2.3,4.6,13.9,-,,,,,,,,,,193359,70169,38193,36511,36542,9104,2105,546,124,27,38,,,,,,,24577482,8391240,34.14,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,강북구,335025,165223,169802,307,93,53,161,-,18.8,81.3,87.9,9.2,7.1,-,0.7,1.4,-,,,,,,,,,,141246,50620,31131,27147,24220,6192,1420,366,99,35,16,,,,,,,23596887,14337627,60.76,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,도봉구,353709,174554,179155,273,96,43,134,-,17.7,82.3,19.4,14.2,51.5,6,4.5,5.2,-,,,,,,,,,,136977,39638,29043,29330,29680,7214,1556,382,98,24,12,,,,,,,20701031,10069616,48.64,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,노원구,582552,284225,298327,209,48,45,116,-,14.6,85.4,21.6,21.6,48.2,0.7,2.2,12.2,-,,,,,,,,,,221107,61450,44864,46835,53385,11640,2247,487,142,39,18,,,,,,,35435913,14163034,39.97,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,은평구,498644,243977,254667,400,123,56,221,-,17,83,7.8,17.6,49,-,3.3,25.5,0.7,,,,,,,,,,202187,67962,42731,39969,38577,9927,2304,520,124,38,35,,,,,,,29702485,14024309,47.22,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,서대문구,310376,151338,159038,237,69,41,127,-,21.4,78.6,35,17.2,42.7,2.5,0.6,8.3,-,,,,,,,,,,134780,53917,26944,23595,22857,5670,1363,300,89,23,22,,,,,,,17605857,5136224,29.17,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,마포구,385439,186177,199262,347,141,149,57,-,25.2,74.8,31,14.8,45.3,2,4.4,9.4,-,,,,,,,,,,169492,69385,33888,29077,28225,6826,1544,380,109,29,29,,,,,,,23835775,4404111,18.48,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,양천구,486221,241020,245201,386,136,160,90,-,11.7,88.3,37.8,23.5,24.5,-,15.3,3.1,-,,,,,,,,,,179069,47685,33256,38024,46501,10777,2143,487,131,41,24,,,,,,,17403680,2906057,16.7,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,강서구,585160,286644,298516,321,98,61,162,-,10.8,89.2,29.8,26,37.5,4.8,4.8,2.9,-,,,,,,,,,,234378,75256,49013,47595,47984,11405,2362,537,137,56,33,,,,,,,41427355,4341328,10.48,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,구로구,425831,213213,212618,225,50,46,129,-,19.4,80.6,16.4,28.3,49.7,1.3,4.4,5,-,,,,,,,,,,172594,58430,35323,33576,34077,8610,1944,460,121,28,25,,,,,,,20118904,3156155,15.69,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,금천구,238463,121878,116585,169,44,28,97,-,13.6,86.4,9.2,21.8,56.3,5.7,5.7,5.7,-,,,,,,,,,,103940,41836,20677,18161,17531,4390,1013,239,54,22,17,,,,,,,13019921,2189461,16.82,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,영등포구,382352,191464,190888,157,39,28,90,-,20,80,7.5,12.5,58.1,1.3,3.8,19.4,-,,,,,,,,,,168100,69450,32375,28963,28580,6649,1560,378,82,34,29,,,,,,,24529480,3063563,12.49,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,동작구,407470,200328,207142,314,126,78,110,-,23.6,76.4,15.7,22.8,52.3,1,5.6,8.1,-,,,,,,,,,,172389,64814,34690,31510,31446,7649,1697,401,121,38,23,,,,,,,16353888,4594775,28.1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,관악구,513186,259631,253555,476,161,299,16,-,11.5,88.5,41.2,21.9,32.5,1.8,3.5,1.8,-,,,,,,,,,,248180,121776,46132,36316,33236,8191,1871,482,105,46,25,,,,,,,29567356,10975919,37.12,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,서초구,449678,216740,232938,143,48,18,77,-,35,65,28.6,21.3,39.7,2.8,3.5,8.4,-,,,,,,,,,,173469,53965,32319,34658,39970,9558,2163,585,152,64,35,,,,,,,47001856,15874534,33.77,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,강남구,578114,277267,300847,173,60,35,78,-,27.4,72.6,94.9,10.1,3.5,0.4,1.6,0.4,-,,,,,,,,,,237375,87790,42690,42627,49585,11361,2448,593,172,70,39,,,,,,,39501151,6207208,15.71,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,송파구,664738,324902,339836,271,90,44,137,-,20.1,79.9,21.9,23.4,44.8,3.5,6.5,4.5,-,,,,,,,,,,257207,79365,48046,52291,60161,13728,2781,601,162,40,32,,,,,,,33876130,4254430,12.56,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,강동구,476597,237816,238781,309,110,54,145,-,28.2,71.8,98.8,3.3,0.4,-,0.4,-,-,,,,,,,,,,185905,57981,35880,38002,41455,9847,2133,426,114,43,24,,,,,,,24586706,3412868,13.88,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,합계,10022181,4930943,5091238,6060,2193,1453,2358,56,19.4,80.6,25.3,19.1,45.7,1.6,3.9,7.5,-,3784490,1115744,930467,817440,701945,169436,38547,10911,2.5,4189948,1539462,836335,781663,785821,189641,42450,10227,2834,905,610,"2,793,244",355039,1636896,117235,654372,29702,605250742,167938877,27.75,2827,1115744,521776,237913,17387,161031,44470,133167,544059,571685,268511,253265,95388,142525,7277,10110,73732,87299,25270,19200,73881,59286,13721,258478,263207,176888,155069,118624,129757
2015,종로구,154986,76548,78438,159,54,15,89,1,…,…,…,…,…,…,…,…,…,61580,22776,15314,11272,8840,2535,628,215,2.3,72645,34532,13206,10874,10196,2860,690,193,50,31,13,"43,550",13103,12552,5395,11664,836,23912895,11575356,48.41,114,22776,11170,2876,812,3212,1010,3696,11608,11168,5796,5374,1355,1521,295,517,1402,1810,555,455,2205,1491,396,6089,4493,3358,3159,2406,2875
2015,중구,125733,62687,63046,82,19,18,45,-,…,…,…,…,…,…,…,…,…,51205,19161,13157,9392,6987,1879,483,146,2.2,59321,27815,11754,9077,7876,2094,514,128,38,9,16,"37,478",6436,22186,1975,6148,733,9960549,3132474,31.45,70,19161,6902,5467,300,1906,778,3808,9934,9227,3535,3367,2472,2995,140,160,959,947,453,325,2375,1433,282,3924,3877,3281,3033,2207,2557
2015,용산구,233342,113177,120165,287,145,119,23,25,…,…,…,…,…,…,…,…,…,90313,31025,23776,17826,13222,3436,788,240,2.3,107512,48316,21144,17344,15320,4028,974,245,96,23,22,"70,723",15503,35343,4029,15206,642,21866635,1796915,8.22,101,31025,16323,6005,673,4255,614,3155,14556,16469,7831,8492,2414,3591,265,408,1908,2347,284,330,1854,1301,212,6054,7547,5586,4349,3174,4103
2015,성동구,297003,147570,149433,158,43,28,86,1,…,…,…,…,…,…,…,…,…,114719,35259,28415,24622,20125,4748,1220,330,2.4,126714,48089,25617,23768,22267,5229,1278,332,93,28,13,"82,331",11250,59331,2076,8610,1064,16860497,3067331,18.19,81,35259,18064,9168,234,2387,1616,3790,18401,16858,10188,7876,3757,5411,91,143,1180,1207,914,702,2271,1519,634,8651,7617,5845,5024,3459,4029
2015,광진구,360369,176884,183485,240,104,47,83,6,…,…,…,…,…,…,…,…,…,147718,54210,33112,28603,24511,5595,1284,403,2.3,158353,65138,30414,27375,27389,6173,1400,328,91,26,19,"79,393",17034,29880,4434,26561,1484,17063352,3396156,19.9,56,54210,35001,3203,551,7073,2944,5438,27186,27024,17687,17314,1367,1836,192,359,3229,3844,1697,1247,3014,2424,787,16386,13979,7963,6717,4301,4077
2015,동대문구,360153,180485,179668,249,83,53,109,4,…,…,…,…,…,…,…,…,…,146677,52884,34156,28136,23382,6029,1615,475,2.3,159941,67641,30892,26922,25541,6667,1716,407,105,37,13,"98,203",20799,59534,3740,12529,1601,14213441,1281104,9.01,99,52884,29835,8785,566,4188,2514,6996,27587,25297,15949,13886,3713,5072,261,305,2104,2084,1437,1077,4123,2873,1572,17305,9506,6625,6538,5329,6009
2015,중랑구,413909,206505,207404,290,116,39,131,4,…,…,…,…,…,…,…,…,…,157537,45138,40248,34528,28363,7145,1680,435,2.5,176390,65501,37303,33352,30540,7573,1639,348,94,26,14,"99,265",21155,50078,4943,21543,1546,18495844,5232965,28.29,104,45138,29063,6587,827,4529,1642,2490,23317,21821,15527,13536,2628,3959,383,444,2165,2364,1040,602,1574,916,270,5980,8782,8553,9245,6309,5999
2015,성북구,459275,224980,234295,280,84,43,150,3,…,…,…,…,…,…,…,…,…,174257,52005,41763,37428,32357,8118,2009,577,2.5,190973,69679,38118,35907,35512,8907,2087,554,134,36,39,"128,046",27180,69725,6518,23097,1526,24578675,8393029,34.15,130,52005,29345,9614,1229,6182,2543,3092,24024,27981,14143,15202,3809,5805,564,665,2735,3447,1261,1282,1512,1580,1250,16584,9084,6924,6370,5188,6605
2015,강북구,330873,162967,167906,307,97,56,151,3,…,…,…,…,…,…,…,…,…,125666,35787,33501,27585,21533,5501,1332,427,2.5,141088,51428,31552,26956,23362,5938,1365,337,94,35,21,"91,806",19393,32651,4854,33820,1088,23597000,14337627,60.76,83,35787,19349,5343,749,7046,852,2448,16600,19187,9380,9969,2002,3341,295,454,3046,4000,467,385,1410,1038,226,4610,6299,6082,6710,5632,6228
2015,도봉구,351242,173029,178213,238,78,36,121,3,…,…,…,…,…,…,…,…,…,124981,27348,33003,30482,26199,6138,1401,410,2.7,136903,39677,29971,29344,28880,6915,1584,385,109,25,13,"102,443",9404,64082,4242,24014,701,20710249,10069616,48.62,80,27348,11756,8498,558,4482,511,1543,12315,15033,5840,5916,3052,5446,232,326,2072,2410,273,238,846,697,249,3397,4297,4856,5122,4149,5278
2015,노원구,574583,279987,294596,243,72,47,121,3,…,…,…,…,…,…,…,…,…,204836,46129,49939,49483,46752,10096,1950,487,2.7,219768,61943,45333,46466,51890,11267,2189,474,147,34,25,"186,626",8143,160725,3536,13471,751,35435922,14163034,39.97,178,46129,11384,26805,492,3645,1152,2651,20078,26051,6141,5243,9449,17356,218,274,1833,1812,716,436,1721,930,1147,8530,6814,6768,7180,6844,8846
2015,은평구,497920,242975,254945,348,96,69,181,2,…,…,…,…,…,…,…,…,…,179752,43936,48337,41330,34509,8975,2087,578,2.6,203410,68901,43806,40234,37780,9705,2249,526,144,37,28,"140,330",18582,50419,6886,63059,1384,29703817,13999621,47.13,136,43936,18030,6442,881,12885,1205,4493,20042,23894,8461,9569,2609,3833,334,547,5665,7220,672,533,2301,2192,287,6227,9625,7679,7295,6046,6777
2015,서대문구,312141,152008,160133,213,77,34,102,-,…,…,…,…,…,…,…,…,…,121034,40160,29851,24236,20088,5073,1242,384,2.4,135770,54191,27464,23950,22731,5612,1367,337,81,20,17,"92,885",15568,45340,5762,25250,965,17606763,5136120,29.17,120,40160,20573,6991,1004,6563,1524,3505,18156,22004,9632,10941,2745,4246,414,590,2910,3653,794,730,1661,1844,873,13329,7683,5084,4445,3738,5008
2015,마포구,387643,186495,201148,268,130,94,34,10,…,…,…,…,…,…,…,…,…,154981,52437,38851,30747,25100,6117,1357,372,2.4,171480,70534,34732,29555,27885,6751,1481,366,108,38,30,"116,135",14302,63071,3683,33508,1571,23844308,4505526,18.9,155,52437,22274,10128,612,10731,1807,6885,23877,28560,10747,11527,4067,6061,246,366,4684,6047,921,886,3212,3673,675,15145,14802,7953,5138,3880,4844
2015,양천구,484532,239995,244537,344,152,107,85,1,…,…,…,…,…,…,…,…,…,163823,32832,38206,41332,39905,9160,1889,499,2.8,179512,48053,34202,38406,45451,10542,2131,511,133,50,33,"134,097",9907,83827,4459,34948,956,17403680,2906057,16.7,119,32832,14061,8257,634,6782,561,2537,15737,17095,7449,6612,3216,5041,264,370,3111,3671,305,256,1392,1145,225,4012,6660,6071,5989,4792,5083
2015,강서구,589074,287947,301127,285,99,51,130,5,…,…,…,…,…,…,…,…,…,217636,56990,55553,50022,42244,10129,2117,581,2.5,238952,78733,50528,48278,47079,11241,2321,548,140,53,31,"179,045",11671,107304,5306,53569,1195,41437725,4329121,10.45,167,56990,16795,18507,764,10144,1074,9706,26767,30223,8681,8114,7685,10822,310,454,4768,5376,633,441,4690,5016,361,10028,14325,9346,8828,6994,7108
2015,구로구,422092,210440,211652,193,35,39,116,3,…,…,…,…,…,…,…,…,…,156528,40988,39731,35289,30641,7547,1840,492,2.6,172321,58833,35925,33513,33142,8348,1938,437,126,38,21,"118,047",12469,74594,7362,22783,839,20118760,3156367,15.69,90,40988,15739,9137,1046,4122,923,10021,21088,19900,8542,7197,4014,5123,443,603,1996,2126,567,356,5526,4495,248,7396,10105,7201,6281,4843,4914
2015,금천구,236284,120604,115680,139,44,27,67,1,…,…,…,…,…,…,…,…,…,93443,31219,22485,19099,15649,3816,904,271,2.4,103847,42169,21039,18085,17007,4210,991,232,67,31,16,"57,096",9776,27342,3937,15549,492,13019732,2221074,17.06,58,31219,16334,4334,593,2898,755,6305,17699,13520,9254,7080,2041,2293,259,334,1440,1458,516,239,4189,2116,122,5226,6789,5696,5913,3819,3654
2015,영등포구,378504,189394,189110,159,45,34,78,2,…,…,…,…,…,…,…,…,…,147745,48433,36647,30391,24698,5811,1369,396,2.4,167863,70173,32581,28987,27586,6526,1465,401,78,38,28,"96,195",17306,65088,1562,11112,1127,24529570,3065673,12.5,122,48433,21468,10358,322,3363,1316,11606,24963,23470,11316,10152,4494,5864,151,171,1747,1616,762,554,6493,5113,233,10371,12183,7935,7119,5154,5438
2015,동작구,400641,196463,204178,258,138,40,80,3,…,…,…,…,…,…,…,…,…,161000,53954,38290,32701,27457,6660,1525,413,2.4,170495,64763,34431,31153,30452,7436,1681,403,113,42,21,"109,362",17113,56969,5475,28726,1079,16353893,4594775,28.1,82,53954,30137,8258,785,7155,2106,5513,27184,26770,15640,14497,3330,4928,355,430,3304,3851,1151,955,3404,2109,938,17695,14143,6626,5195,4333,5024
2015,관악구,509663,257491,252172,519,203,297,19,-,…,…,…,…,…,…,…,…,…,228636,100302,51894,37713,29232,7290,1709,496,2.1,249191,124162,46358,36029,32167,7981,1837,462,118,43,34,"121,277",23159,53262,6489,36436,1931,29569357,10975919,37.12,111,100302,58278,10387,1011,9284,8990,12352,54471,45831,33007,25271,4478,5909,470,541,4594,4690,5430,3560,6492,5860,1094,35748,28288,12876,9198,6610,6488
2015,서초구,446764,214737,232027,129,46,33,50,-,…,…,…,…,…,…,…,…,…,154031,37496,37093,35934,32829,8255,1828,596,2.6,173007,54370,32421,34497,39070,9552,2254,594,159,55,35,"125,403",6773,90084,5722,21474,1350,47001849,15874468,33.77,147,37496,13579,10955,693,6253,1772,4244,17019,20477,6280,7299,4335,6620,291,402,2821,3432,916,856,2376,1868,535,7957,11045,6819,4490,3321,3329
2015,강남구,576495,276425,300070,157,54,28,74,1,…,…,…,…,…,…,…,…,…,211357,61897,51614,45477,40514,9322,1974,559,2.5,237373,88365,42696,42787,48805,11317,2489,609,183,77,45,"176,654",7437,133127,6106,28122,1862,39500681,6421972,16.26,154,61897,19639,21786,1086,9731,2276,7379,26483,35414,8674,10965,8586,13200,410,676,3936,5795,1128,1148,3749,3630,535,12997,21044,10656,6536,5013,5116
2015,송파구,660302,322441,337861,237,84,45,106,2,…,…,…,…,…,…,…,…,…,230941,53481,55654,55334,51635,11717,2449,671,2.7,256611,79291,49143,52262,58868,13370,2759,639,208,34,37,"187,030",10231,111685,5040,58287,1787,33876207,4253899,12.56,147,53481,17269,11467,626,16622,2209,5288,25147,28334,8687,8582,4317,7150,257,369,7580,9042,1264,945,3042,2246,357,9126,15313,9704,7797,5701,5483
2015,강동구,458658,228709,229949,278,95,54,127,2,…,…,…,…,…,…,…,…,…,164094,39897,39877,38478,35173,8344,1867,458,2.6,180508,57165,35705,36542,39025,9399,2051,431,125,39,26,"119,824",11345,78697,3704,24886,1192,24589341,3382681,13.76,122,39897,19408,8555,339,5593,1776,4226,19820,20077,10124,9284,3453,5102,137,202,2543,3050,1114,662,2449,1777,213,5711,8907,7401,7398,5382,4885
2016,합계,9930616,4876789,5053827,5872,2203,1590,2048,31,19,81,35.5,18.7,39.9,1.4,3.8,3.6,-,3784705,1138860,931262,816946,686469,163555,37153,10460,2.5,4189839,1561533,847102,778997,761414,184019,41957,10351,2883,929,654,"2,830,857",345269,1641383,116106,699446,28653,605196264,168203877,27.79,2834,1138860,515463,240673,17518,174169,41637,149400,544607,594253,262455,253008,93565,147108,7190,10328,78343,95826,22718,18919,80336,69064,14937,270603,259479,172739,154561,128533,138008
2016,종로구,152737,75201,77536,165,47,26,92,-,14.6,85.4,34.1,10.8,56,1.1,1.4,0.7,-,60786,22835,14974,11060,8712,2397,618,190,2.3,72118,34698,13049,10736,9877,2779,701,194,47,23,14,"43,554",12991,12462,5410,11872,819,23912883,11567389,48.37,108,22835,11376,2588,877,3326,803,3865,11185,11650,5590,5786,1137,1451,322,555,1424,1902,403,400,2309,1556,526,6520,4209,3130,3081,2451,2918
2016,중구,125249,62204,63045,85,27,21,37,-,23.9,76.1,43.2,16.7,32.9,2.6,1.9,4.4,-,51503,19671,13086,9453,6844,1836,480,133,2.2,59651,28368,11780,9138,7615,2039,508,137,40,12,14,"38,311",6364,22923,1955,6333,736,9960930,3131968,31.44,70,19671,7441,5486,309,2052,745,3638,9730,9941,3722,3719,2357,3129,150,159,986,1066,406,339,2109,1529,567,4582,3735,3036,2873,2348,2530
2016,용산구,230241,111601,118640,252,138,98,16,1,18.6,81.4,38.5,15.2,36.2,2.8,7.1,3.9,-,90164,31641,23505,17580,13121,3327,780,210,2.3,106607,48131,21228,17086,14876,3938,963,253,84,25,23,"70,868",15302,35310,3974,15653,629,21866544,1794117,8.2,101,31641,16604,5637,684,4690,569,3457,14511,17130,7752,8852,2107,3530,281,403,2045,2645,269,300,2057,1400,250,6699,7507,5375,4192,3422,4196
2016,성동구,299259,148326,150933,161,67,29,65,-,16.8,83.2,38.1,17.1,34.1,1.5,2.5,9.1,-,116401,37074,28668,24655,19874,4636,1164,330,2.4,128727,49318,26476,24086,21959,5161,1241,356,85,29,16,"80,977",11155,57548,2063,9172,1039,16860100,3094975,18.36,82,37074,19203,9332,257,2776,1509,3997,19129,17945,10782,8421,3699,5633,105,152,1413,1363,831,678,2299,1698,878,9982,7625,5657,5109,3697,4126
2016,광진구,357215,174797,182418,199,84,49,65,1,12.5,87.5,34.1,25.9,36.4,-,3.8,1.6,-,146196,53169,33221,28757,24040,5430,1202,377,2.3,158390,65896,30862,27358,26438,5975,1364,350,99,23,25,"82,691",16566,30401,4293,30003,1428,17063230,3359232,19.69,55,53169,33922,3461,515,8214,2257,4800,25927,27242,16880,17042,1385,2076,186,329,3779,4435,1189,1068,2508,2292,805,16065,13225,7583,6570,4529,4392
2016,동대문구,355069,177640,177429,266,75,57,132,2,15.8,84.2,48.8,24.4,24.2,0.8,1.8,2.4,-,145179,52650,34094,27768,22627,6011,1584,445,2.3,159426,68367,31203,26741,24467,6463,1652,378,97,38,20,"96,464",20325,57350,3411,13770,1608,14215197,1277249,8.99,97,52650,29177,9051,599,4322,2448,7053,27103,25547,15541,13636,3783,5268,282,317,2164,2158,1347,1101,3986,3067,1779,17169,9031,6302,6445,5631,6293
2016,중랑구,411005,204900,206105,310,106,78,124,2,20,80,34.3,14.5,46.1,2,1.4,4.9,-,157571,45717,40865,34515,27503,6971,1569,431,2.5,177400,67162,38045,33340,29549,7269,1556,343,101,22,13,"102,387",20430,50343,4850,25272,1492,18495756,5211857,28.18,104,45717,28600,6891,760,5271,1313,2882,23176,22541,15278,13322,2640,4251,330,430,2535,2736,717,596,1676,1206,232,5880,8705,8127,9414,6900,6459
2016,성북구,450355,219951,230404,277,95,57,124,1,17.6,82.4,28.8,14.4,51.7,3.7,2.8,3.1,-,174370,54117,41498,36906,31578,7791,1915,565,2.5,188304,69093,38167,35422,34229,8556,2075,552,127,46,37,"128,502",25928,69981,6376,24748,1469,24578665,8393029,34.15,130,54117,29496,9688,1111,6614,2783,4425,24615,29502,13940,15556,3687,6001,468,643,2910,3704,1417,1366,2193,2232,1680,18264,8673,6686,6269,5597,6948
