기준연도,행정구역,구분,총인구수,유소년인구_0-14,생산가능인구_15-64,_핵심생산가능인구_25-49,고령인구_65이상,_전기고령인구_65-74,_중기고령인구_75-84,_후기고령인구_85이상
2015,서울특별시 용산구 이촌제2동(1117064000),여,"5,009",497,"3,553","1,852",959,525,316,118
2015,서울특별시 용산구 이태원제1동(1117065000),계,"7,473",549,"5,522","3,018","1,402",748,484,170
2015,서울특별시 용산구 이태원제1동(1117065000),남,"3,527",292,"2,699","1,514",536,296,191,49
2015,서울특별시 용산구 이태원제1동(1117065000),여,"3,946",257,"2,823","1,504",866,452,293,121
2015,서울특별시 용산구 이태원제2동(1117066000),계,"9,876",904,"7,186","4,166","1,786","1,020",600,166
2015,서울특별시 용산구 이태원제2동(1117066000),남,"4,568",432,"3,416","2,027",720,437,236,47
2015,서울특별시 용산구 이태원제2동(1117066000),여,"5,308",472,"3,770","2,139","1,066",583,364,119
2015,서울특별시 용산구 한남동(1117068500),계,"21,621","1,921","16,403","9,648","3,297","2,020",992,285
2015,서울특별시 용산구 한남동(1117068500),남,"10,357",975,"7,992","4,792","1,390",897,403,90
2015,서울특별시 용산구 한남동(1117068500),여,"11,264",946,"8,411","4,856","1,907","1,123",589,195
2015,서울특별시 용산구 서빙고동(1117069000),계,"13,668","1,784","9,925","5,177","1,959",984,772,203
2015,서울특별시 용산구 서빙고동(1117069000),남,"6,632",902,"4,937","2,497",793,396,313,84
2015,서울특별시 용산구 서빙고동(1117069000),여,"7,036",882,"4,988","2,680","1,166",588,459,119
2015,서울특별시 용산구 보광동(1117070000),계,"16,193","1,249","12,347","6,723","2,597","1,548",824,225
2015,서울특별시 용산구 보광동(1117070000),남,"7,892",687,"6,162","3,461","1,043",679,295,69
2015,서울특별시 용산구 보광동(1117070000),여,"8,301",562,"6,185","3,262","1,554",869,529,156
2015,서울특별시 성동구 (1120000000),계,"297,003","34,327","224,651","124,192","38,025","23,693","11,448","2,884"
2015,서울특별시 성동구 (1120000000),남,"147,570","17,370","113,660","62,999","16,540","11,014","4,683",843
